i,t,m,boys,women,girls,men,M 00-03,F 00-03,M 04-08,F 04-08,M 09-13,F 09-13,M 14-18,F 14-18,M 19-30,F 19-30,M 31-50,F 31-50,M 51+,F 51+,log HSize
309017560026,2010-11,,1,1,3,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1.791759469
309017560031,2010-11,,0,1,3,2,0,0,0,2,0,1,1,0,0,0,1,1,0,0,1.791759469
309017560034,2010-11,,1,1,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1.386294361
309017560037,2010-11,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
309017560039,2010-11,,3,1,3,1,0,0,1,1,2,1,0,1,0,0,1,1,0,0,2.079441542
309017560045,2010-11,,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.098612289
309017560047,2010-11,,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
309017560050,2010-11,,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
309017560055,2010-11,,1,1,1,2,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1.609437912
309022360019,2010-11,,0,1,3,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912
309022360033,2010-11,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
309022360036,2010-11,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
309022360038,2010-11,,3,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1.791759469
309022360057,2010-11,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
309022360066,2010-11,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806
309022360146,2010-11,,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.386294361
309022360151,2010-11,,2,2,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1.791759469
309022360167,2010-11,,2,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1.609437912
309022360202,2010-11,,2,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1.386294361
309022360213,2010-11,,2,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.386294361
309022360214,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
309022360216,2010-11,,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.386294361
309022360258,2010-11,,3,1,1,1,0,1,1,0,2,0,0,0,0,0,1,1,0,0,1.791759469
309022360276,2010-11,,3,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1.609437912
309022360277,2010-11,,1,1,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1.609437912
309022990014,2010-11,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
309022990024,2010-11,,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289
309022990034,2010-11,,2,1,1,2,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1.791759469
309022990044,2010-11,,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289
309022990065,2010-11,,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1.386294361
309022990075,2010-11,,1,1,3,1,0,0,0,0,1,3,0,0,0,0,0,1,1,0,1.791759469
309022990086,2010-11,,0,1,3,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912
309022990096,2010-11,,2,2,2,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,1.791759469
309022990116,2010-11,,3,1,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1.609437912
309022990127,2010-11,,2,1,2,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1.791759469
309022990137,2010-11,,1,1,2,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1.609437912
309022990147,2010-11,,3,1,4,1,0,2,2,0,1,1,1,1,0,0,0,1,0,0,2.197224577
309022990168,2010-11,,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.386294361
309022990178,2010-11,,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
309022990188,2010-11,,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1.386294361
309022990209,2010-11,,1,3,2,2,1,0,0,1,0,1,0,2,1,0,0,1,1,0,2.079441542
309023460016,2010-11,,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1.386294361
309023460031,2010-11,,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1.386294361
309023460046,2010-11,,2,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1.386294361
309023460061,2010-11,,2,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912
309023460091,2010-11,,1,1,2,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1.609437912
309023460106,2010-11,,4,1,1,2,0,0,2,0,1,0,1,1,1,0,1,1,0,0,2.079441542
309023460121,2010-11,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
309023460136,2010-11,,3,1,0,1,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1.609437912
309023460166,2010-11,,0,2,1,3,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1.791759469
309023460181,2010-11,,3,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1.791759469
309023460196,2010-11,,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1.386294361
309023460212,2010-11,,2,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1.386294361
309023460242,2010-11,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
309023460257,2010-11,,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1.386294361
309023460272,2010-11,,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
309023460302,2010-11,,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.098612289
309024250008,2010-11,,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.098612289
309024250016,2010-11,,2,1,3,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1.945910149
309024250024,2010-11,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
309024250032,2010-11,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
309024250048,2010-11,,2,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1.791759469
309024250056,2010-11,,0,1,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
309024250064,2010-11,,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
309024250072,2010-11,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471806
309024250088,2010-11,,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1.386294361
309024250096,2010-11,,2,1,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1.791759469
309024250104,2010-11,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
309024250112,2010-11,,2,1,1,2,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1.791759469
309024250128,2010-11,,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.098612289
309024250136,2010-11,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
309024250144,2010-11,,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
309024250160,2010-11,,1,1,3,2,0,0,0,1,0,1,2,1,0,0,1,1,0,0,1.945910149
309026060005,2010-11,,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1.098612289
309026060016,2010-11,,1,1,4,1,0,0,0,2,0,1,1,1,0,0,1,1,0,0,1.945910149
309026060017,2010-11,,0,1,4,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1.609437912
309026060024,2010-11,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.098612289
309026060037,2010-11,,1,1,3,1,0,0,1,1,0,2,0,0,0,0,1,1,0,0,1.791759469
309026060049,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
309026060073,2010-11,,0,1,1,3,0,0,0,0,0,1,0,0,2,0,0,0,1,1,1.609437912
309026060085,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
309026060110,2010-11,,0,2,3,1,0,2,0,1,0,0,0,0,1,1,0,1,0,0,1.791759469
309026060134,2010-11,,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289
309026060146,2010-11,,2,1,3,1,0,0,1,0,1,1,0,2,0,1,1,0,0,0,1.945910149
309026060158,2010-11,,3,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1.791759469
309026060195,2010-11,,2,1,1,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,1.609437912
309026060207,2010-11,,3,1,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1.609437912
309026060219,2010-11,,4,1,0,1,2,0,0,0,2,0,0,0,1,1,0,0,0,0,1.791759469
309026060244,2010-11,,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289
309031140004,2010-11,,3,1,3,1,0,3,3,0,0,0,0,0,0,1,1,0,0,0,2.079441542
309031140009,2010-11,,0,1,3,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
309031140014,2010-11,,3,1,1,1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1.791759469
309031140019,2010-11,,2,1,2,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1.791759469
309031140021,2010-11,,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
309031140067,2010-11,,2,1,0,2,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1.609437912
309031140102,2010-11,,1,2,2,1,1,0,0,2,0,0,0,0,0,1,0,0,1,1,1.791759469
309031140103,2010-11,,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
309031140104,2010-11,,4,1,3,1,0,1,0,2,2,0,2,0,0,0,1,0,0,1,2.197224577
309031140113,2010-11,,2,1,3,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1.945910149
309031140118,2010-11,,2,1,3,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,1.791759469
309031140122,2010-11,,1,1,2,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912
309031140133,2010-11,,2,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1.609437912
309031140148,2010-11,,5,2,2,3,1,1,1,1,1,0,2,0,2,1,1,1,0,0,2.48490665
309031140160,2010-11,,1,1,1,2,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1.609437912
309031140167,2010-11,,1,1,2,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912
309035280021,2010-11,,4,1,1,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1.945910149
309035280027,2010-11,,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.098612289
309035280041,2010-11,,3,1,2,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,1.791759469
309035280054,2010-11,,3,2,3,1,1,0,0,1,1,2,1,1,0,0,1,1,0,0,2.197224577
309035280082,2010-11,,1,1,2,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912
309035280095,2010-11,,2,1,3,1,1,0,1,2,0,1,0,0,0,1,0,0,1,0,1.945910149
309035280109,2010-11,,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1.098612289
309035280123,2010-11,,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
309035280150,2010-11,,4,1,1,1,2,0,2,0,0,1,0,0,1,1,0,0,0,0,1.945910149
309035280163,2010-11,,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
309035280177,2010-11,,2,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912
309035280191,2010-11,,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1.386294361
309035280218,2010-11,,2,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1.386294361
309035280232,2010-11,,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.098612289
309035280245,2010-11,,1,1,4,1,0,2,1,0,0,0,0,2,0,1,1,0,0,0,1.945910149
309035280272,2010-11,,3,1,2,1,0,1,0,0,2,1,1,0,0,0,1,1,0,0,1.945910149
309206090032,2010-11,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.6931471806
309206090050,2010-11,,4,2,2,2,0,0,1,0,0,1,3,1,1,1,1,1,0,0,2.302585093
309206090068,2010-11,,2,1,0,2,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1.609437912
309206090086,2010-11,,1,1,3,2,0,0,0,0,0,1,2,2,0,0,1,1,0,0,1.945910149
309206090121,2010-11,,0,1,3,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1.609437912
309206090139,2010-11,,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.386294361
309206090156,2010-11,,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.098612289
309206090174,2010-11,,2,1,1,1,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1.609437912
309206090210,2010-11,,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1.098612289
309206090227,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
309206090245,2010-11,,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.098612289
309206090265,2010-11,,1,1,2,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1.609437912
309206090298,2010-11,,2,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1.609437912
309206090316,2010-11,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
309206090334,2010-11,,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
309206090369,2010-11,,4,1,3,1,0,0,1,1,2,2,1,0,0,0,1,1,0,0,2.197224577
310010340007,2010-11,,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6931471806
310010340030,2010-11,,1,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1.609437912
310010340035,2010-11,,3,1,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1.609437912
310010340046,2010-11,,3,2,2,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,2.079441542
310010340055,2010-11,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
310010340066,2010-11,,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
310010340074,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
310010340077,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310010340113,2010-11,,3,1,2,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1.945910149
310010340116,2010-11,,3,1,1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1.609437912
310010340120,2010-11,,2,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1.791759469
310010340124,2010-11,,1,1,2,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912
310010340128,2010-11,,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
310010340137,2010-11,,2,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1.609437912
310010340138,2010-11,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
310010340140,2010-11,,4,1,0,1,1,0,2,0,1,0,0,0,1,1,0,0,0,0,1.791759469
310010920013,2010-11,,2,1,2,1,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1.791759469
310010920026,2010-11,,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.386294361
310010920040,2010-11,,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
310010920053,2010-11,,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289
310010920079,2010-11,,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
310010920092,2010-11,,1,4,1,2,0,0,0,0,1,1,0,0,1,2,0,2,1,0,2.079441542
310010920106,2010-11,,0,1,0,6,0,0,0,0,0,0,0,0,3,0,3,0,0,1,1.945910149
310010920119,2010-11,,2,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912
310010920145,2010-11,,1,1,2,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
310010920158,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310010920171,2010-11,,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
310010920185,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310010920211,2010-11,,5,1,0,1,1,0,2,0,1,0,1,0,0,0,1,1,0,0,1.945910149
310010920224,2010-11,,3,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1.609437912
310010920237,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310010920264,2010-11,,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289
310011230030,2010-11,,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361
310011230045,2010-11,,2,1,3,2,0,0,0,2,1,0,1,1,1,0,0,1,1,0,2.079441542
310011230061,2010-11,,1,1,4,1,1,1,0,2,0,1,0,0,0,0,1,1,0,0,1.945910149
310011230076,2010-11,,0,1,3,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1.609437912
310011230107,2010-11,,2,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
310011230123,2010-11,,1,1,2,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
310011230138,2010-11,,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
310011230154,2010-11,,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
310011230185,2010-11,,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.098612289
310011230200,2010-11,,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.098612289
310011230216,2010-11,,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289
310011230231,2010-11,,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1.386294361
310011230262,2010-11,,2,1,2,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1.791759469
310011230278,2010-11,,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
310011230293,2010-11,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
310011230324,2010-11,,1,1,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1.386294361
310012280013,2010-11,,0,1,2,3,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1.791759469
310012280021,2010-11,,2,2,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1.609437912
310012280028,2010-11,,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1.386294361
310012280035,2010-11,,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1.386294361
310012280049,2010-11,,1,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1.609437912
310012280057,2010-11,,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.386294361
310012280064,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
310012280071,2010-11,,0,1,3,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1.609437912
310012280085,2010-11,,2,1,2,1,0,1,0,1,2,0,0,0,0,0,0,1,1,0,1.791759469
310012280093,2010-11,,1,1,2,3,0,0,0,2,0,0,2,0,1,0,1,1,0,0,1.945910149
310012280100,2010-11,,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
310012280107,2010-11,,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1.386294361
310012280128,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310012280129,2010-11,,1,1,2,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1.609437912
310012280136,2010-11,,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1.386294361
310012280150,2010-11,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
310012420023,2010-11,,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
310012420036,2010-11,,1,1,1,3,0,0,0,1,1,0,0,0,2,0,0,1,1,0,1.791759469
310012420049,2010-11,,2,3,3,0,0,0,2,0,0,2,0,2,0,1,0,0,0,1,2.079441542
310012420062,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310012420088,2010-11,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
310012420101,2010-11,,3,1,2,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,1.791759469
310012420114,2010-11,,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1.386294361
310012420127,2010-11,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310012420153,2010-11,,1,2,2,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1.791759469
310012420166,2010-11,,3,2,2,3,1,0,1,2,0,0,2,0,1,1,0,0,1,1,2.302585093
310012420179,2010-11,,1,1,2,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1.609437912
310012420192,2010-11,,2,1,2,1,0,1,2,0,0,1,0,0,1,1,0,0,0,0,1.791759469
310012420218,2010-11,,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
310012420232,2010-11,,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
310012420245,2010-11,,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
310012420271,2010-11,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
310013330001,2010-11,Southern,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
310013330010,2010-11,Southern,3,1,1,1,1,0,2,0,0,1,0,0,0,0,1,1,0,0,1.791759469
310013330012,2010-11,Southern,2,1,2,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1.791759469
310013330022,2010-11,Southern,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.098612289
310013330024,2010-11,Southern,2,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361
310013330071,2010-11,Southern,2,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912
310013330132,2010-11,Southern,2,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
310013330144,2010-11,Southern,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
310013330150,2010-11,Southern,0,1,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
310013330155,2010-11,Southern,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.098612289
310013330178,2010-11,Southern,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
310013330208,2010-11,Southern,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471806
310013330215,2010-11,Southern,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
310013330233,2010-11,Southern,0,1,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
310013330243,2010-11,Southern,2,1,2,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1.791759469
310013330244,2010-11,Southern,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
310016470027,2010-11,,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
310016470042,2010-11,,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1.386294361
310016470057,2010-11,,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
310016470072,2010-11,,1,2,4,1,0,1,0,3,1,0,0,0,0,1,1,1,0,0,2.079441542
310016470103,2010-11,,2,1,2,1,0,1,2,0,0,1,0,0,0,1,1,0,0,0,1.791759469
310016470118,2010-11,,3,1,2,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1.945910149
310016470133,2010-11,,3,1,2,1,2,0,1,1,0,1,0,0,0,0,1,1,0,0,1.945910149
310016470148,2010-11,,2,1,3,1,1,0,0,2,0,1,1,0,0,0,1,1,0,0,1.945910149
310016470179,2010-11,,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.386294361
310016470194,2010-11,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
310016470209,2010-11,,0,1,4,1,0,1,0,1,0,2,0,0,0,0,1,1,0,0,1.791759469
310016470225,2010-11,,1,1,2,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1.609437912
310016470255,2010-11,,1,1,2,3,0,0,0,1,1,0,0,1,2,0,0,0,1,1,1.945910149
310016470270,2010-11,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.098612289
310016470285,2010-11,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361
310016470316,2010-11,,4,1,2,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,2.079441542
310017490008,2010-11,Southern,4,3,0,3,2,0,1,0,0,0,1,0,1,2,0,0,2,1,2.302585093
310017490018,2010-11,Southern,2,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1.609437912
310017490028,2010-11,Southern,3,1,4,1,1,0,0,1,2,1,0,2,0,0,1,1,0,0,2.197224577
310017490049,2010-11,Southern,3,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1.609437912
310017490059,2010-11,Southern,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
310017490069,2010-11,Southern,0,1,3,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912
310017490090,2010-11,Southern,0,1,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
310017490100,2010-11,Southern,4,1,1,1,1,0,0,0,1,1,2,0,0,0,0,1,1,0,1.945910149
310017490110,2010-11,Southern,1,2,2,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1.791759469
310017490130,2010-11,Southern,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
310017490140,2010-11,Southern,0,1,1,3,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1.609437912
310017490151,2010-11,Southern,0,2,4,1,0,0,0,1,0,1,0,3,0,0,0,0,1,1,1.945910149
