i,t,m,Rural
104081920049,2016-17,North,1
203013040010,2016-17,Central,1
102031320232,2016-17,North,1
204073490068,2016-17,Central,1
208024400097,2016-17,Central,1
209064730088,2016-17,Central,1
304066130012,2016-17,Southern,1
207014120138,2016-17,Central,1
304066110143,2016-17,Southern,1
301035270414,2016-17,Southern,1
201112700042,2016-17,Central,1
312017910258,2016-17,Southern,1
107442530054,2016-17,North,0
201072630030,2016-17,Central,1
313028160078,2016-17,Southern,1
301035250389,2016-17,Southern,1
315358610145,2016-17,Southern,0
201122730011,2016-17,Central,1
307106830009,2016-17,Southern,1
306026570075,2016-17,Southern,1
309017220049,2016-17,Southern,1
306026510310,2016-17,Southern,1
303065880070,2016-17,Southern,1
304046080112,2016-17,Southern,1
313028140009,2016-17,Southern,1
206104000173,2016-17,Central,1
210524920015,2016-17,Central,0
209014600079,2016-17,Central,1
313038230061,2016-17,Southern,1
304066110155,2016-17,Southern,1
107442530011,2016-17,North,0
315488720157,2016-17,Southern,0
210384870051,2016-17,Central,0
209024640081,2016-17,Central,1
201112690056,2016-17,Central,1
210534930169,2016-17,Central,0
307106810010,2016-17,Southern,1
310067540136,2016-17,Southern,1
206033820034,2016-17,Central,1
209084780370,2016-17,Central,1
208044480091,2016-17,Central,1
209014590086,2016-17,Central,1
205073650226,2016-17,Central,1
202012820106,2016-17,Central,1
207044250122,2016-17,Central,1
207014120301,2016-17,Central,1
313028160154,2016-17,Southern,1
202052970154,2016-17,Central,1
104011760086,2016-17,North,1
208014390043,2016-17,Central,1
304066120017,2016-17,Southern,1
306016400026,2016-17,Southern,1
103201700079,2016-17,North,0
309017160032,2016-17,Southern,1
311017590206,2016-17,Southern,1
303075890020,2016-17,Southern,1
311057690109,2016-17,Southern,1
304046080233,2016-17,Southern,1
205053610123,2016-17,Central,1
210805080667,2016-17,Central,0
311047640141,2016-17,Southern,1
208064520363,2016-17,Central,1
301035250264,2016-17,Southern,1
305046250138,2016-17,Southern,1
107322330332,2016-17,North,0
306016400200,2016-17,Southern,1
313018080063,2016-17,Southern,1
206063940087,2016-17,Central,1
315478710156,2016-17,Southern,0
101031150107,2016-17,North,1
204043390168,2016-17,Central,1
303075900045,2016-17,Southern,1
208014380367,2016-17,Central,1
310057520035,2016-17,Southern,1
315538760483,2016-17,Southern,0
314408470035,2016-17,Southern,0
106012280022,2016-17,North,1
107332340677,2016-17,North,0
304036030053,2016-17,Southern,1
306206620311,2016-17,Southern,0
308047010229,2016-17,Southern,1
104011720118,2016-17,North,1
305076340189,2016-17,Southern,1
102031320122,2016-17,North,1
105082160149,2016-17,North,1
202052950013,2016-17,Central,1
204213500037,2016-17,Central,0
307016630188,2016-17,Southern,1
105032060091,2016-17,North,1
307096770150,2016-17,Southern,1
312047960608,2016-17,Southern,1
210554980413,2016-17,Central,0
304025990053,2016-17,Southern,1
312208050049,2016-17,Southern,0
210534950230,2016-17,Central,0
205073660295,2016-17,Central,1
207044250060,2016-17,Central,1
308057030346,2016-17,Southern,1
104011730008,2016-17,North,1
103011500077,2016-17,North,1
302085620117,2016-17,Southern,1
203063230336,2016-17,Central,1
306026550014,2016-17,Southern,1
105032050130,2016-17,North,1
311027610018,2016-17,Southern,1
310067540019,2016-17,Southern,1
313038210015,2016-17,Southern,1
206043900100,2016-17,Central,1
101201220146,2016-17,North,0
310017380058,2016-17,Southern,1
308016930563,2016-17,Southern,1
103101650079,2016-17,North,1
307106830097,2016-17,Southern,1
303065880093,2016-17,Southern,1
203053200024,2016-17,Central,1
105022020151,2016-17,North,1
103011500209,2016-17,North,1
315558780241,2016-17,Southern,0
209034660012,2016-17,Central,1
312017910086,2016-17,Southern,1
310037490001,2016-17,Southern,1
313028170100,2016-17,Southern,1
202012810281,2016-17,Central,1
101011000140,2016-17,North,1
107342390409,2016-17,North,0
105011990094,2016-17,North,1
102011290423,2016-17,North,1
103011490063,2016-17,North,1
204023340096,2016-17,Central,1
309017210120,2016-17,Southern,1
209084770019,2016-17,Central,1
303055800147,2016-17,Southern,1
104201950043,2016-17,North,0
201112700089,2016-17,Central,1
107462540346,2016-17,North,0
313028150008,2016-17,Southern,1
209064720067,2016-17,Central,1
105022000014,2016-17,North,1
312017840131,2016-17,Southern,1
201102660063,2016-17,Central,1
305066320098,2016-17,Southern,1
301035280315,2016-17,Southern,1
301015190117,2016-17,Southern,1
207024130277,2016-17,Central,1
302035530004,2016-17,Southern,1
306206620291,2016-17,Southern,0
311047650295,2016-17,Southern,1
208034430229,2016-17,Central,1
104071890057,2016-17,North,1
103051570083,2016-17,North,1
202052980069,2016-17,Central,1
304066120145,2016-17,Southern,1
201012560070,2016-17,Central,1
309017250063,2016-17,Southern,1
105052080212,2016-17,North,1
102041380089,2016-17,North,1
209034660021,2016-17,Central,1
101031140124,2016-17,North,1
206154100684,2016-17,Central,1
210554970562,2016-17,Central,0
309017120106,2016-17,Southern,1
312017880197,2016-17,Southern,1
208034430402,2016-17,Central,1
204033350090,2016-17,Central,1
311047670026,2016-17,Southern,1
101021090035,2016-17,North,1
205023540234,2016-17,Central,1
205203730056,2016-17,Central,0
210665010392,2016-17,Central,0
103121660023,2016-17,North,1
304036000171,2016-17,Southern,1
104201930105,2016-17,North,0
309017180019,2016-17,Southern,1
303065870057,2016-17,Southern,1
206053920319,2016-17,Central,1
315528750020,2016-17,Southern,0
202052970290,2016-17,Central,1
305056270078,2016-17,Southern,1
308047010013,2016-17,Southern,1
103121670022,2016-17,North,1
301015190188,2016-17,Southern,1
308057030302,2016-17,Southern,1
308016910027,2016-17,Southern,1
313038230153,2016-17,Southern,1
105022010265,2016-17,North,1
202052960303,2016-17,Central,1
314358360280,2016-17,Southern,0
104201930157,2016-17,North,0
314428500119,2016-17,Southern,0
315358600035,2016-17,Southern,0
210875160190,2016-17,Central,0
301205410206,2016-17,Southern,0
308047000152,2016-17,Southern,1
314388440060,2016-17,Southern,0
205053630022,2016-17,Central,1
303065870015,2016-17,Southern,1
308026950109,2016-17,Southern,1
209084770112,2016-17,Central,1
315558780307,2016-17,Southern,0
312048000066,2016-17,Southern,1
312048010393,2016-17,Southern,1
304036000124,2016-17,Southern,1
305066290079,2016-17,Southern,1
102031340110,2016-17,North,1
208014390154,2016-17,Central,1
312017840085,2016-17,Southern,1
201112700081,2016-17,Central,1
311057700020,2016-17,Southern,1
203033080117,2016-17,Central,1
206083980021,2016-17,Central,1
307036660028,2016-17,Southern,1
306026530065,2016-17,Southern,1
105072130789,2016-17,North,1
208034440011,2016-17,Central,1
313018080029,2016-17,Southern,1
315478710191,2016-17,Southern,0
310077570379,2016-17,Southern,1
312017850111,2016-17,Southern,1
207054310421,2016-17,Central,1
102201470695,2016-17,North,0
201072620237,2016-17,Central,1
308016870246,2016-17,Southern,1
206124030251,2016-17,Central,1
107342390325,2016-17,North,0
306026510196,2016-17,Southern,1
209044680231,2016-17,Central,1
315548770173,2016-17,Southern,0
305076330038,2016-17,Southern,1
303025700274,2016-17,Southern,1
206063950213,2016-17,Central,1
210815090283,2016-17,Central,0
313068290053,2016-17,Southern,1
210534950268,2016-17,Central,0
101011050052,2016-17,North,1
208014390098,2016-17,Central,1
311067750223,2016-17,Southern,1
208024410497,2016-17,Central,1
207024140349,2016-17,Central,1
205043590149,2016-17,Central,1
104041850209,2016-17,North,1
301065360150,2016-17,Southern,1
306026510164,2016-17,Southern,1
208034460134,2016-17,Central,1
202012810044,2016-17,Central,1
106012260050,2016-17,North,1
208024410307,2016-17,Central,1
102011250256,2016-17,North,1
203063250291,2016-17,Central,1
206023800017,2016-17,Central,1
309027270083,2016-17,Southern,1
207054280165,2016-17,Central,1
103011500033,2016-17,North,1
313038210046,2016-17,Southern,1
310017420154,2016-17,Southern,1
302035540135,2016-17,Southern,1
308067070185,2016-17,Southern,1
102011250142,2016-17,North,1
315318550239,2016-17,Southern,0
201122720197,2016-17,Central,1
301015210156,2016-17,Southern,1
313038210050,2016-17,Southern,1
102041410017,2016-17,North,1
103061600067,2016-17,North,1
315488730131,2016-17,Southern,0
105042070004,2016-17,North,1
202032880063,2016-17,Central,1
101031130109,2016-17,North,1
103061600169,2016-17,North,1
105072140073,2016-17,North,1
106012220017,2016-17,North,1
304015910117,2016-17,Southern,1
309017260090,2016-17,Southern,1
208014360286,2016-17,Central,1
105032040103,2016-17,North,1
313038220080,2016-17,Southern,1
302025470198,2016-17,Southern,1
315398650199,2016-17,Southern,0
105092170112,2016-17,North,1
205013520144,2016-17,Central,1
306016470202,2016-17,Southern,1
202052980446,2016-17,Central,1
208044490245,2016-17,Central,1
309017160087,2016-17,Southern,1
312017880159,2016-17,Southern,1
304025960040,2016-17,Southern,1
209034650193,2016-17,Central,1
302055560404,2016-17,Southern,1
311047680184,2016-17,Southern,1
304025950122,2016-17,Southern,1
204033350258,2016-17,Central,1
301045290034,2016-17,Southern,1
206154080162,2016-17,Central,1
101011040093,2016-17,North,1
311057690014,2016-17,Southern,1
202042930013,2016-17,Central,1
201102670136,2016-17,Central,1
205013530377,2016-17,Central,1
305086370351,2016-17,Southern,1
206023790163,2016-17,Central,1
306026590131,2016-17,Southern,1
102051420099,2016-17,North,1
206033820069,2016-17,Central,1
206134040091,2016-17,Central,1
101041180012,2016-17,North,1
104081910122,2016-17,North,1
204023300205,2016-17,Central,1
102011280328,2016-17,North,1
313038230173,2016-17,Southern,1
209084790074,2016-17,Central,1
207044250168,2016-17,Central,1
301045290428,2016-17,Southern,1
310027430141,2016-17,Southern,1
305076340152,2016-17,Southern,1
306026540074,2016-17,Southern,1
105042070074,2016-17,North,1
209014590158,2016-17,Central,1
104031820175,2016-17,North,1
104021810142,2016-17,North,1
103201710070,2016-17,North,0
210875150918,2016-17,Central,0
203013030196,2016-17,Central,1
303055800073,2016-17,Southern,1
207064320062,2016-17,Central,1
105011980036,2016-17,North,1
311047670009,2016-17,Southern,1
103121660039,2016-17,North,1
203033080140,2016-17,Central,1
208014370174,2016-17,Central,1
313018090033,2016-17,Southern,1
313068300016,2016-17,Southern,1
102011240108,2016-17,North,1
308036970221,2016-17,Southern,1
103091640150,2016-17,North,1
312017930102,2016-17,Southern,1
102011260025,2016-17,North,1
106012200022,2016-17,North,1
209064740136,2016-17,Central,1
307086760001,2016-17,Southern,1
101031150098,2016-17,North,1
312017870137,2016-17,Southern,1
304015910128,2016-17,Southern,1
315398660058,2016-17,Southern,0
301055320246,2016-17,Southern,1
105092170209,2016-17,North,1
107342370121,2016-17,North,0
308067060102,2016-17,Southern,1
301065360080,2016-17,Southern,1
210835100327,2016-17,Central,0
208034440034,2016-17,Central,1
209064730264,2016-17,Central,1
311067730078,2016-17,Southern,1
313018100035,2016-17,Southern,1
206154080097,2016-17,Central,1
307096780041,2016-17,Southern,1
204013270326,2016-17,Central,1
301205410310,2016-17,Southern,0
202032890173,2016-17,Central,1
315408670305,2016-17,Southern,0
310037480011,2016-17,Southern,1
308067090085,2016-17,Southern,1
309017190152,2016-17,Southern,1
205033580009,2016-17,Central,1
309017260189,2016-17,Southern,1
207044240190,2016-17,Central,1
315488720031,2016-17,Southern,0
301045300502,2016-17,Southern,1
105032050180,2016-17,North,1
311047650203,2016-17,Southern,1
309037340067,2016-17,Southern,1
309017120021,2016-17,Southern,1
314358380162,2016-17,Southern,0
314358380043,2016-17,Southern,0
308057020093,2016-17,Southern,1
307096790042,2016-17,Southern,1
104041840026,2016-17,North,1
103011500011,2016-17,North,1
303065830286,2016-17,Southern,1
204023340037,2016-17,Central,1
309027290183,2016-17,Southern,1
311067760050,2016-17,Southern,1
311047620111,2016-17,Southern,1
107372460006,2016-17,North,0
314428510032,2016-17,Southern,0
210404880125,2016-17,Central,0
312017840039,2016-17,Southern,1
206033850349,2016-17,Central,1
312047960151,2016-17,Southern,1
202012820182,2016-17,Central,1
206154100090,2016-17,Central,1
204033370489,2016-17,Central,1
312208060242,2016-17,Southern,0
104081920283,2016-17,North,1
315398660024,2016-17,Southern,0
308057030280,2016-17,Southern,1
308036980039,2016-17,Southern,1
205073680008,2016-17,Central,1
308026960041,2016-17,Southern,1
308057050142,2016-17,Southern,1
303025740128,2016-17,Southern,1
207034190261,2016-17,Central,1
311067740027,2016-17,Southern,1
209084790085,2016-17,Central,1
302065580124,2016-17,Southern,1
210514890067,2016-17,Central,0
311017600008,2016-17,Southern,1
206023780193,2016-17,Central,1
301085390242,2016-17,Southern,1
204043410393,2016-17,Central,1
311057710150,2016-17,Southern,1
201112710264,2016-17,Central,1
210554990115,2016-17,Central,0
201012560142,2016-17,Central,1
202042930079,2016-17,Central,1
210554990436,2016-17,Central,0
101031140091,2016-17,North,1
308016890183,2016-17,Southern,1
203053160013,2016-17,Central,1
107312310151,2016-17,North,0
314358380118,2016-17,Southern,0
101041160057,2016-17,North,1
303055790085,2016-17,Southern,1
107322320753,2016-17,North,0
206023810462,2016-17,Central,1
311087780218,2016-17,Southern,1
206043900092,2016-17,Central,1
303025700006,2016-17,Southern,1
206134040075,2016-17,Central,1
209054710221,2016-17,Central,1
308016900137,2016-17,Southern,1
310057520017,2016-17,Southern,1
304015930018,2016-17,Southern,1
207034190019,2016-17,Central,1
304056100219,2016-17,Southern,1
311047680067,2016-17,Southern,1
210554980180,2016-17,Central,0
315488720122,2016-17,Southern,0
312048020051,2016-17,Southern,1
102031370048,2016-17,North,1
315408670798,2016-17,Southern,0
312047990197,2016-17,Southern,1
209044680090,2016-17,Central,1
305016170293,2016-17,Southern,1
101021100143,2016-17,North,1
207024170222,2016-17,Central,1
302075600322,2016-17,Southern,1
205043590025,2016-17,Central,1
301215420173,2016-17,Southern,1
101031150125,2016-17,North,1
301215420316,2016-17,Southern,1
304046070055,2016-17,Southern,1
305086380010,2016-17,Southern,1
308016890094,2016-17,Southern,1
207034200270,2016-17,Central,1
314318310088,2016-17,Southern,0
309027280094,2016-17,Southern,1
210364830079,2016-17,Central,0
210534950113,2016-17,Central,0
205023550083,2016-17,Central,1
102031370034,2016-17,North,1
210534950690,2016-17,Central,0
309017110133,2016-17,Southern,1
310067530091,2016-17,Southern,1
105022010045,2016-17,North,1
205043600040,2016-17,Central,1
204023330083,2016-17,Central,1
312048030415,2016-17,Southern,1
202062990121,2016-17,Central,1
315328570061,2016-17,Southern,0
205203720208,2016-17,Central,0
306016450215,2016-17,Southern,1
201032580033,2016-17,Central,1
206023780133,2016-17,Central,1
307076720165,2016-17,Southern,1
209024630193,2016-17,Central,1
204063480190,2016-17,Central,1
106012230177,2016-17,North,1
310017360364,2016-17,Southern,1
204033360042,2016-17,Central,1
301095400033,2016-17,Southern,1
301065350240,2016-17,Southern,1
312017870273,2016-17,Southern,1
309017220151,2016-17,Southern,1
105082150126,2016-17,North,1
306016450062,2016-17,Southern,1
206033860298,2016-17,Central,1
202012850331,2016-17,Central,1
203053200012,2016-17,Central,1
206033870546,2016-17,Central,1
314418490101,2016-17,Southern,0
205023540115,2016-17,Central,1
311017590156,2016-17,Southern,1
207054280020,2016-17,Central,1
102051440040,2016-17,North,1
306016480290,2016-17,Southern,1
306016390188,2016-17,Southern,1
305046260038,2016-17,Southern,1
309027270037,2016-17,Southern,1
303065840105,2016-17,Southern,1
210374850072,2016-17,Central,0
203203260272,2016-17,Central,0
315318560003,2016-17,Southern,0
208014360121,2016-17,Central,1
201052600163,2016-17,Central,1
106202300141,2016-17,North,0
208044490114,2016-17,Central,1
310037480127,2016-17,Southern,1
210815090386,2016-17,Central,0
308016870039,2016-17,Southern,1
102011290125,2016-17,North,1
202022860333,2016-17,Central,1
311207810179,2016-17,Southern,0
105062110255,2016-17,North,1
210885170513,2016-17,Central,0
105022000029,2016-17,North,1
107332340213,2016-17,North,0
206063930127,2016-17,Central,1
301035270177,2016-17,Southern,1
204043400010,2016-17,Central,1
209014590129,2016-17,Central,1
308067090012,2016-17,Southern,1
210885170199,2016-17,Central,0
208064510122,2016-17,Central,1
104011740049,2016-17,North,1
208204580293,2016-17,Central,0
310067530150,2016-17,Southern,1
303045760163,2016-17,Southern,1
201032580115,2016-17,Central,1
304036050053,2016-17,Southern,1
205073670161,2016-17,Central,1
305086360096,2016-17,Southern,1
315418680067,2016-17,Southern,0
104201950305,2016-17,North,0
210544961502,2016-17,Central,0
307036650211,2016-17,Southern,1
315518740159,2016-17,Southern,0
201112710191,2016-17,Central,1
302065570020,2016-17,Southern,1
313018120166,2016-17,Southern,1
306016430017,2016-17,Southern,1
201112710279,2016-17,Central,1
102041410066,2016-17,North,1
309017240199,2016-17,Southern,1
312048030189,2016-17,Southern,1
208034420080,2016-17,Central,1
311077770246,2016-17,Southern,1
210534930141,2016-17,Central,0
304066120040,2016-17,Southern,1
315558780328,2016-17,Southern,0
201112690037,2016-17,Central,1
104081910009,2016-17,North,1
206043890004,2016-17,Central,1
308016900097,2016-17,Southern,1
101011000073,2016-17,North,1
204053440024,2016-17,Central,1
314358360184,2016-17,Southern,0
102201470166,2016-17,North,0
206023790343,2016-17,Central,1
105011990069,2016-17,North,1
311017600060,2016-17,Southern,1
312017920008,2016-17,Southern,1
314368410125,2016-17,Southern,0
209074750216,2016-17,Central,1
309017260004,2016-17,Southern,1
103011510017,2016-17,North,1
103091630077,2016-17,North,1
104011800056,2016-17,North,1
302035500098,2016-17,Southern,1
210554980102,2016-17,Central,0
314418480131,2016-17,Southern,0
203203260158,2016-17,Central,0
203053190326,2016-17,Central,1
313038250024,2016-17,Southern,1
305036240142,2016-17,Southern,1
309017200109,2016-17,Southern,1
102021310061,2016-17,North,1
204013290387,2016-17,Central,1
210875160079,2016-17,Central,0
202012820295,2016-17,Central,1
304046070137,2016-17,Southern,1
106012200103,2016-17,North,1
106012200140,2016-17,North,1
306026580252,2016-17,Southern,1
314388440048,2016-17,Southern,0
207044250153,2016-17,Central,1
309017190080,2016-17,Southern,1
209084810080,2016-17,Central,1
101011060330,2016-17,North,1
310017350109,2016-17,Southern,1
206043890048,2016-17,Central,1
305016180123,2016-17,Southern,1
105052100041,2016-17,North,1
209064740156,2016-17,Central,1
104041860146,2016-17,North,1
302055560315,2016-17,Southern,1
103051580209,2016-17,North,1
107342380153,2016-17,North,0
208084570180,2016-17,Central,1
205073680048,2016-17,Central,1
308036970322,2016-17,Southern,1
313028150154,2016-17,Southern,1
303045770184,2016-17,Southern,1
314448540102,2016-17,Southern,0
206154070062,2016-17,Central,1
310057520077,2016-17,Southern,1
206073970028,2016-17,Central,1
207044240105,2016-17,Central,1
312048040061,2016-17,Southern,1
205043590074,2016-17,Central,1
204013280174,2016-17,Central,1
315398650015,2016-17,Southern,0
209044700389,2016-17,Central,1
103051580029,2016-17,North,1
308016910072,2016-17,Southern,1
304036040041,2016-17,Southern,1
301035280285,2016-17,Southern,1
103121670197,2016-17,North,1
301065360142,2016-17,Southern,1
205073680078,2016-17,Central,1
314378420041,2016-17,Southern,0
202012820276,2016-17,Central,1
302075610097,2016-17,Southern,1
312017880110,2016-17,Southern,1
201012560056,2016-17,Central,1
204063480014,2016-17,Central,1
309017230014,2016-17,Southern,1
101021100092,2016-17,North,1
313018100128,2016-17,Southern,1
206033870425,2016-17,Central,1
313018120118,2016-17,Southern,1
208074540196,2016-17,Central,1
315328570103,2016-17,Southern,0
206083980035,2016-17,Central,1
210745040265,2016-17,Central,0
302065570185,2016-17,Southern,1
310047510858,2016-17,Southern,1
311017590094,2016-17,Southern,1
105092170042,2016-17,North,1
307086750014,2016-17,Southern,1
303075890317,2016-17,Southern,1
209044700035,2016-17,Central,1
107362430282,2016-17,North,0
106012270237,2016-17,North,1
302075600305,2016-17,Southern,1
313068280032,2016-17,Southern,1
303025720096,2016-17,Southern,1
105202190044,2016-17,North,0
311107800069,2016-17,Southern,1
210514900077,2016-17,Central,0
107462540093,2016-17,North,0
311047630125,2016-17,Southern,1
105011970072,2016-17,North,1
302075610089,2016-17,Southern,1
105052100020,2016-17,North,1
101011050140,2016-17,North,1
303055780209,2016-17,Southern,1
107342360472,2016-17,North,0
314358370131,2016-17,Southern,0
304046090317,2016-17,Southern,1
315418680048,2016-17,Southern,0
104011750036,2016-17,North,1
204063470217,2016-17,Central,1
312208060487,2016-17,Southern,0
301025230195,2016-17,Southern,1
203053190080,2016-17,Central,1
314418490057,2016-17,Southern,0
106012200067,2016-17,North,1
206144050271,2016-17,Central,1
103011480039,2016-17,North,1
103041550076,2016-17,North,1
302025470113,2016-17,Southern,1
302075610073,2016-17,Southern,1
107352410433,2016-17,North,0
313068290058,2016-17,Southern,1
103051570017,2016-17,North,1
310077550297,2016-17,Southern,1
103031540119,2016-17,North,1
305016170195,2016-17,Southern,1
308067090061,2016-17,Southern,1
315448690095,2016-17,Southern,0
205073660034,2016-17,Central,1
103201700204,2016-17,North,0
206033870395,2016-17,Central,1
311047670031,2016-17,Southern,1
204063460061,2016-17,Central,1
107362440512,2016-17,North,0
303015670185,2016-17,Southern,1
204043420095,2016-17,Central,1
208034420160,2016-17,Central,1
103011480028,2016-17,North,1
305036240081,2016-17,Southern,1
305076330141,2016-17,Southern,1
205013520134,2016-17,Central,1
102011260111,2016-17,North,1
308026950088,2016-17,Southern,1
314428500148,2016-17,Southern,0
311047650279,2016-17,Southern,1
308057040193,2016-17,Southern,1
102031370103,2016-17,North,1
101011010036,2016-17,North,1
311057700077,2016-17,Southern,1
302045550020,2016-17,Southern,1
310017370124,2016-17,Southern,1
102011280105,2016-17,North,1
202063000198,2016-17,Central,1
204043390195,2016-17,Central,1
107362450516,2016-17,North,0
308026950052,2016-17,Southern,1
203023060100,2016-17,Central,1
203063250254,2016-17,Central,1
303055790186,2016-17,Southern,1
303075900091,2016-17,Southern,1
201052590012,2016-17,Central,1
307086750005,2016-17,Southern,1
306206620115,2016-17,Southern,0
302015430020,2016-17,Southern,1
107342360378,2016-17,North,0
309027300026,2016-17,Southern,1
315338580010,2016-17,Southern,0
301015190135,2016-17,Southern,1
303065880023,2016-17,Southern,1
107442530162,2016-17,North,0
210685030089,2016-17,Central,0
312048000057,2016-17,Southern,1
105052080002,2016-17,North,1
210685030313,2016-17,Central,0
313068280109,2016-17,Southern,1
306026570019,2016-17,Southern,1
311047650093,2016-17,Southern,1
204033370259,2016-17,Central,1
305086380129,2016-17,Southern,1
201102680244,2016-17,Central,1
209084810340,2016-17,Central,1
311067720020,2016-17,Southern,1
310037490103,2016-17,Southern,1
203063240049,2016-17,Central,1
306016420007,2016-17,Southern,1
203053200187,2016-17,Central,1
210514890127,2016-17,Central,0
315318550299,2016-17,Southern,0
310037450118,2016-17,Southern,1
210885180051,2016-17,Central,0
309037320135,2016-17,Southern,1
205023570302,2016-17,Central,1
207064330135,2016-17,Central,1
210514910181,2016-17,Central,0
303025730206,2016-17,Southern,1
307046670278,2016-17,Southern,1
210534950727,2016-17,Central,0
206083980073,2016-17,Central,1
210875150255,2016-17,Central,0
210875140261,2016-17,Central,0
303075890297,2016-17,Southern,1
101201220197,2016-17,North,0
303015690036,2016-17,Southern,1
301065340296,2016-17,Southern,1
204023320134,2016-17,Central,1
311067740154,2016-17,Southern,1
207034210174,2016-17,Central,1
201072620330,2016-17,Central,1
207014120231,2016-17,Central,1
103061590150,2016-17,North,1
303045760034,2016-17,Southern,1
104071880020,2016-17,North,1
208024410433,2016-17,Central,1
305036220142,2016-17,Southern,1
306026510147,2016-17,Southern,1
101011030070,2016-17,North,1
104031820045,2016-17,North,1
204053450108,2016-17,Central,1
312017950011,2016-17,Southern,1
302065570322,2016-17,Southern,1
106012200044,2016-17,North,1
207064330053,2016-17,Central,1
305056270131,2016-17,Southern,1
208014370028,2016-17,Central,1
312017900086,2016-17,Southern,1
303055800110,2016-17,Southern,1
303055820023,2016-17,Southern,1
305036220297,2016-17,Southern,1
311027610110,2016-17,Southern,1
205073680028,2016-17,Central,1
210514900220,2016-17,Central,0
202052950128,2016-17,Central,1
313038180029,2016-17,Southern,1
103121690211,2016-17,North,1
205023570259,2016-17,Central,1
304015910022,2016-17,Southern,1
203053170023,2016-17,Central,1
309017250013,2016-17,Southern,1
210665010573,2016-17,Central,0
310017410209,2016-17,Southern,1
303025700407,2016-17,Southern,1
301065330349,2016-17,Southern,1
206154070020,2016-17,Central,1
313028140039,2016-17,Southern,1
105062110057,2016-17,North,1
304046080090,2016-17,Southern,1
208084570117,2016-17,Central,1
305056270144,2016-17,Southern,1
203033070088,2016-17,Central,1
107382470020,2016-17,North,0
304066130075,2016-17,Southern,1
304066130081,2016-17,Southern,1
204013270076,2016-17,Central,1
210524920082,2016-17,Central,0
305046260158,2016-17,Southern,1
206013750282,2016-17,Central,1
201102680017,2016-17,Central,1
303055780156,2016-17,Southern,1
304025970038,2016-17,Southern,1
312208060396,2016-17,Southern,0
103071610034,2016-17,North,1
307066700046,2016-17,Southern,1
202042920087,2016-17,Central,1
312017900067,2016-17,Southern,1
206023780014,2016-17,Central,1
210384870017,2016-17,Central,0
105052100025,2016-17,North,1
210745040188,2016-17,Central,0
208024400064,2016-17,Central,1
201072620022,2016-17,Central,1
314418490079,2016-17,Southern,0
308067080093,2016-17,Southern,1
313028160214,2016-17,Southern,1
302015440337,2016-17,Southern,1
310037460025,2016-17,Southern,1
203053210034,2016-17,Central,1
305036240020,2016-17,Southern,1
103071610046,2016-17,North,1
306016450094,2016-17,Southern,1
205063640456,2016-17,Central,1
103011510098,2016-17,North,1
313028130171,2016-17,Southern,1
310017410149,2016-17,Southern,1
307206860435,2016-17,Southern,1
314348350173,2016-17,Southern,0
310017420021,2016-17,Southern,1
203043110285,2016-17,Central,1
210404880162,2016-17,Central,0
310017400076,2016-17,Southern,1
306016410202,2016-17,Southern,1
101041170103,2016-17,North,1
313068300017,2016-17,Southern,1
101031150046,2016-17,North,1
302035490299,2016-17,Southern,1
309017150108,2016-17,Southern,1
101021090130,2016-17,North,1
104041860043,2016-17,North,1
208044470167,2016-17,Central,1
311207810043,2016-17,Southern,0
204063470100,2016-17,Central,1
308016920036,2016-17,Southern,1
105032060041,2016-17,North,1
206093990082,2016-17,Central,1
308016880196,2016-17,Southern,1
208044490401,2016-17,Central,1
210514900006,2016-17,Central,0
309027310044,2016-17,Southern,1
210404880068,2016-17,Central,0
312017850199,2016-17,Southern,1
306026590087,2016-17,Southern,1
210514900020,2016-17,Central,0
208024400021,2016-17,Central,1
103021520009,2016-17,North,1
208044490375,2016-17,Central,1
303065870005,2016-17,Southern,1
314428500070,2016-17,Southern,0
209024630088,2016-17,Central,1
313038220339,2016-17,Southern,1
206013750179,2016-17,Central,1
304036030308,2016-17,Southern,1
208014390001,2016-17,Central,1
206033870334,2016-17,Central,1
304046070039,2016-17,Southern,1
206154080081,2016-17,Central,1
209044670103,2016-17,Central,1
305086350092,2016-17,Southern,1
104011790107,2016-17,North,1
314438530041,2016-17,Southern,0
309027270055,2016-17,Southern,1
306026570393,2016-17,Southern,1
308016880168,2016-17,Southern,1
302095630085,2016-17,Southern,1
315378640053,2016-17,Southern,0
314398460109,2016-17,Southern,0
203203260244,2016-17,Central,0
301055320190,2016-17,Southern,1
306016460011,2016-17,Southern,1
204073490289,2016-17,Central,1
201112690338,2016-17,Central,1
308057050072,2016-17,Southern,1
210554990092,2016-17,Central,0
107372460110,2016-17,North,0
311067730102,2016-17,Southern,1
102021310092,2016-17,North,1
203053180107,2016-17,Central,1
202052960446,2016-17,Central,1
202022860203,2016-17,Central,1
107322330071,2016-17,North,0
206013770143,2016-17,Central,1
209044690018,2016-17,Central,1
306026540019,2016-17,Southern,1
304056100087,2016-17,Southern,1
309027280017,2016-17,Southern,1
305056270013,2016-17,Southern,1
302035490135,2016-17,Southern,1
312017900123,2016-17,Southern,1
303065850258,2016-17,Southern,1
209074750021,2016-17,Central,1
206013750076,2016-17,Central,1
206083980087,2016-17,Central,1
303065850086,2016-17,Southern,1
107352410173,2016-17,North,0
311057690123,2016-17,Southern,1
310207580151,2016-17,Southern,0
