i,t,m,Rural
10501043264,2004-05,North,1
10501043311,2004-05,North,1
10501043321,2004-05,North,1
10501048001,2004-05,North,1
10501048046,2004-05,North,1
10501048059,2004-05,North,1
10501048098,2004-05,North,1
10501048138,2004-05,North,1
10501048141,2004-05,North,1
10501048156,2004-05,North,1
10501048163,2004-05,North,1
10501048193,2004-05,North,1
10501048198,2004-05,North,1
10501048209,2004-05,North,1
10501048219,2004-05,North,1
10501048226,2004-05,North,1
10501048248,2004-05,North,1
10501048252,2004-05,North,1
10501048268,2004-05,North,1
10501048269,2004-05,North,1
10501048272,2004-05,North,1
10501048276,2004-05,North,1
10501048306,2004-05,North,1
10501049008,2004-05,North,1
10501049048,2004-05,North,1
10501049054,2004-05,North,1
10501049062,2004-05,North,1
10501049064,2004-05,North,1
10501049118,2004-05,North,1
10501049268,2004-05,North,1
10501049299,2004-05,North,1
10501049300,2004-05,North,1
10501049318,2004-05,North,1
10501049323,2004-05,North,1
10501049329,2004-05,North,1
10501049334,2004-05,North,1
10501049358,2004-05,North,1
10501049372,2004-05,North,1
10501049388,2004-05,North,1
10501049389,2004-05,North,1
10501049398,2004-05,North,1
10501049442,2004-05,North,1
10501049465,2004-05,North,1
10501052018,2004-05,North,1
10501052025,2004-05,North,1
10501052028,2004-05,North,1
10501052031,2004-05,North,1
10501052035,2004-05,North,1
10501052043,2004-05,North,1
10501052141,2004-05,North,1
10501052149,2004-05,North,1
10501052179,2004-05,North,1
10501052182,2004-05,North,1
10501052193,2004-05,North,1
10501052195,2004-05,North,1
10501052199,2004-05,North,1
10501052210,2004-05,North,1
10501052220,2004-05,North,1
10501052248,2004-05,North,1
10501052257,2004-05,North,1
10501052268,2004-05,North,1
10501052273,2004-05,North,1
10501052285,2004-05,North,1
10501059015,2004-05,North,1
10501059022,2004-05,North,1
10501059034,2004-05,North,1
10501059043,2004-05,North,1
10501059066,2004-05,North,1
10501059080,2004-05,North,1
10501059089,2004-05,North,1
10501059095,2004-05,North,1
10501059106,2004-05,North,1
10501059123,2004-05,North,1
10501059134,2004-05,North,1
10501059173,2004-05,North,1
10501059175,2004-05,North,1
10501059312,2004-05,North,1
10501059351,2004-05,North,1
10501059360,2004-05,North,1
10501059366,2004-05,North,1
10501059373,2004-05,North,1
10501059376,2004-05,North,1
10501059388,2004-05,North,1
10502044011,2004-05,North,1
10502044018,2004-05,North,1
10502044021,2004-05,North,1
10502044024,2004-05,North,1
10502044037,2004-05,North,1
10502044079,2004-05,North,1
10502044094,2004-05,North,1
10502044098,2004-05,North,1
10502044121,2004-05,North,1
10502044125,2004-05,North,1
10502044136,2004-05,North,1
10502044143,2004-05,North,1
10502044159,2004-05,North,1
10502044174,2004-05,North,1
10502044187,2004-05,North,1
10502044190,2004-05,North,1
10502044206,2004-05,North,1
10502044210,2004-05,North,1
10502044213,2004-05,North,1
10502044237,2004-05,North,1
10502053011,2004-05,North,1
10502053028,2004-05,North,1
10502053040,2004-05,North,1
10502053045,2004-05,North,1
10502053048,2004-05,North,1
10502053055,2004-05,North,1
10502053057,2004-05,North,1
10502053064,2004-05,North,1
10502053092,2004-05,North,1
10502053099,2004-05,North,1
10502053129,2004-05,North,1
10502053155,2004-05,North,1
10502053166,2004-05,North,1
10502053174,2004-05,North,1
10502053177,2004-05,North,1
10502053196,2004-05,North,1
10502053197,2004-05,North,1
10502053213,2004-05,North,1
10502053218,2004-05,North,1
10502053219,2004-05,North,1
10503014017,2004-05,North,1
10503014055,2004-05,North,1
10503014057,2004-05,North,1
10503014081,2004-05,North,1
10503014090,2004-05,North,1
10503014094,2004-05,North,1
10503014103,2004-05,North,1
10503014126,2004-05,North,1
10503014128,2004-05,North,1
10503014170,2004-05,North,1
10503014174,2004-05,North,1
10503014203,2004-05,North,1
10503014228,2004-05,North,1
10503014270,2004-05,North,1
10503014281,2004-05,North,1
10503014294,2004-05,North,1
10503014313,2004-05,North,1
10503014318,2004-05,North,1
10503014319,2004-05,North,1
10503014337,2004-05,North,1
10504007002,2004-05,North,1
10504007034,2004-05,North,1
10504007043,2004-05,North,1
10504007053,2004-05,North,1
10504007056,2004-05,North,1
10504007061,2004-05,North,1
10504007095,2004-05,North,1
10504007099,2004-05,North,1
10504007105,2004-05,North,1
10504007108,2004-05,North,1
10504007109,2004-05,North,1
10504007116,2004-05,North,1
10504007121,2004-05,North,1
10504007142,2004-05,North,1
10504007150,2004-05,North,1
10504007153,2004-05,North,1
10504007156,2004-05,North,1
10504007164,2004-05,North,1
10504007167,2004-05,North,1
10504007171,2004-05,North,1
10505013008,2004-05,North,1
10505013015,2004-05,North,1
10505013092,2004-05,North,1
10505013097,2004-05,North,1
10505013106,2004-05,North,1
10505013124,2004-05,North,1
10505013127,2004-05,North,1
10505013186,2004-05,North,1
10505013239,2004-05,North,1
10505013250,2004-05,North,1
10505013269,2004-05,North,1
10505013303,2004-05,North,1
10505013311,2004-05,North,1
10505013322,2004-05,North,1
10505013346,2004-05,North,1
10505013359,2004-05,North,1
10505013367,2004-05,North,1
10505013379,2004-05,North,1
10505013457,2004-05,North,1
10505013486,2004-05,North,1
10505021028,2004-05,North,1
10505021052,2004-05,North,1
10505021053,2004-05,North,1
10505021068,2004-05,North,1
10505021079,2004-05,North,1
10505021088,2004-05,North,1
10505021095,2004-05,North,1
10505021147,2004-05,North,1
10505021171,2004-05,North,1
10505021204,2004-05,North,1
10505021214,2004-05,North,1
10505021245,2004-05,North,1
10505021262,2004-05,North,1
10505021265,2004-05,North,1
10505021326,2004-05,North,1
10505021351,2004-05,North,1
10505021357,2004-05,North,1
10505021388,2004-05,North,1
10505021426,2004-05,North,1
10505021439,2004-05,North,1
10505023001,2004-05,North,1
10505023037,2004-05,North,1
10505023047,2004-05,North,1
10505023057,2004-05,North,1
10505023062,2004-05,North,1
10505023078,2004-05,North,1
10505023107,2004-05,North,1
10505023132,2004-05,North,1
10505023134,2004-05,North,1
10505023189,2004-05,North,1
10505023197,2004-05,North,1
10505023229,2004-05,North,1
10505023234,2004-05,North,1
10505023246,2004-05,North,1
10505023251,2004-05,North,1
10505023289,2004-05,North,1
10505023311,2004-05,North,1
10505023322,2004-05,North,1
10505023356,2004-05,North,1
10505023376,2004-05,North,1
10505034055,2004-05,North,1
10505034084,2004-05,North,1
10505034103,2004-05,North,1
10505034108,2004-05,North,1
10505034147,2004-05,North,1
10505034172,2004-05,North,1
10505034272,2004-05,North,1
10505034276,2004-05,North,1
10505034320,2004-05,North,1
10505034333,2004-05,North,1
10505034334,2004-05,North,1
10505034351,2004-05,North,1
10505034356,2004-05,North,1
10505034363,2004-05,North,1
10505034383,2004-05,North,1
10505034417,2004-05,North,1
10505034432,2004-05,North,1
10505034449,2004-05,North,1
10505034468,2004-05,North,1
10505034508,2004-05,North,1
10505043003,2004-05,North,1
10505043027,2004-05,North,1
10505043060,2004-05,North,1
10505043066,2004-05,North,1
10505043104,2004-05,North,1
10505043108,2004-05,North,1
10505043169,2004-05,North,1
10505043174,2004-05,North,1
10505043182,2004-05,North,1
10505043195,2004-05,North,1
10505043196,2004-05,North,1
10505043234,2004-05,North,1
10505043280,2004-05,North,1
10505043300,2004-05,North,1
10505043362,2004-05,North,1
10505043407,2004-05,North,1
10505043431,2004-05,North,1
10505043524,2004-05,North,1
10505043542,2004-05,North,1
10505043588,2004-05,North,1
10505048004,2004-05,North,1
10505048014,2004-05,North,1
10505048040,2004-05,North,1
10505048055,2004-05,North,1
10505048076,2004-05,North,1
10505048077,2004-05,North,1
10505048085,2004-05,North,1
10505048090,2004-05,North,1
10505048092,2004-05,North,1
10505048121,2004-05,North,1
10505048140,2004-05,North,1
10505048142,2004-05,North,1
10505048143,2004-05,North,1
10505048148,2004-05,North,1
10505048156,2004-05,North,1
10505048163,2004-05,North,1
10505048180,2004-05,North,1
10505048207,2004-05,North,1
10505048258,2004-05,North,1
10505048264,2004-05,North,1
10507025023,2004-05,North,1
10507025109,2004-05,North,1
10507025127,2004-05,North,1
10507025183,2004-05,North,1
10507025189,2004-05,North,1
10507025197,2004-05,North,1
10507025236,2004-05,North,1
10507025240,2004-05,North,1
10507025262,2004-05,North,1
10507025278,2004-05,North,1
10507025310,2004-05,North,1
10507025313,2004-05,North,1
10507025324,2004-05,North,1
10507025326,2004-05,North,1
10507025338,2004-05,North,1
10507025349,2004-05,North,1
10507025351,2004-05,North,1
10507025357,2004-05,North,1
10507025360,2004-05,North,1
10507025376,2004-05,North,1
10508006002,2004-05,North,1
10508006058,2004-05,North,1
10508006073,2004-05,North,1
10508006122,2004-05,North,1
10508006144,2004-05,North,1
10508006148,2004-05,North,1
10508006151,2004-05,North,1
10508006154,2004-05,North,1
10508006164,2004-05,North,1
10508006218,2004-05,North,1
10508006232,2004-05,North,1
10508006240,2004-05,North,1
10508006248,2004-05,North,1
10508006290,2004-05,North,1
10508006340,2004-05,North,1
10508006358,2004-05,North,1
10508006391,2004-05,North,1
10508006396,2004-05,North,1
10508006435,2004-05,North,1
10508006475,2004-05,North,1
10508012015,2004-05,North,1
10508012016,2004-05,North,1
10508012029,2004-05,North,1
10508012050,2004-05,North,1
10508012066,2004-05,North,1
10508012069,2004-05,North,1
10508012092,2004-05,North,1
10508012172,2004-05,North,1
10508012174,2004-05,North,1
10508012178,2004-05,North,1
10508012184,2004-05,North,1
10508012206,2004-05,North,1
10508012219,2004-05,North,1
10508012232,2004-05,North,1
10508012240,2004-05,North,1
10508012275,2004-05,North,1
10508012281,2004-05,North,1
10508012287,2004-05,North,1
10508012304,2004-05,North,1
10508012337,2004-05,North,1
10508013012,2004-05,North,1
10508013022,2004-05,North,1
10508013028,2004-05,North,1
10508013030,2004-05,North,1
10508013038,2004-05,North,1
10508013041,2004-05,North,1
10508013042,2004-05,North,1
10508013073,2004-05,North,1
10508013083,2004-05,North,1
10508013088,2004-05,North,1
10508013120,2004-05,North,1
10508013127,2004-05,North,1
10508013144,2004-05,North,1
10508013147,2004-05,North,1
10508013169,2004-05,North,1
10508013199,2004-05,North,1
10508013212,2004-05,North,1
10508013220,2004-05,North,1
10508013238,2004-05,North,1
10508013253,2004-05,North,1
10509006013,2004-05,North,1
10509006015,2004-05,North,1
10509006018,2004-05,North,1
10509006041,2004-05,North,1
10509006056,2004-05,North,1
10509006058,2004-05,North,1
10509006060,2004-05,North,1
10509006073,2004-05,North,1
10509006100,2004-05,North,1
10509006104,2004-05,North,1
10509006107,2004-05,North,1
10509006117,2004-05,North,1
10509006141,2004-05,North,1
10509006143,2004-05,North,1
10509006150,2004-05,North,1
10509006152,2004-05,North,1
10509006157,2004-05,North,1
10509006159,2004-05,North,1
10509006174,2004-05,North,1
10509006177,2004-05,North,1
10509009044,2004-05,North,1
10509009057,2004-05,North,1
10509009063,2004-05,North,1
10509009080,2004-05,North,1
10509009103,2004-05,North,1
10509009144,2004-05,North,1
10509009145,2004-05,North,1
10509009160,2004-05,North,1
10509009168,2004-05,North,1
10509009170,2004-05,North,1
10509009178,2004-05,North,1
10509009205,2004-05,North,1
10509009218,2004-05,North,1
10509009304,2004-05,North,1
10509009308,2004-05,North,1
10509009320,2004-05,North,1
10509009326,2004-05,North,1
10509009330,2004-05,North,1
10509009335,2004-05,North,1
10509009344,2004-05,North,1
10509012021,2004-05,North,1
10509012050,2004-05,North,1
10509012122,2004-05,North,1
10509012127,2004-05,North,1
10509012142,2004-05,North,1
10509012178,2004-05,North,1
10509012186,2004-05,North,1
10509012198,2004-05,North,1
10509012202,2004-05,North,1
10509012250,2004-05,North,1
10509012315,2004-05,North,1
10509012356,2004-05,North,1
10509012369,2004-05,North,1
10509012393,2004-05,North,1
10509012414,2004-05,North,1
10509012418,2004-05,North,1
10509012428,2004-05,North,1
10509012434,2004-05,North,1
10509012444,2004-05,North,1
10509012458,2004-05,North,1
10509018008,2004-05,North,1
10509018029,2004-05,North,1
10509018066,2004-05,North,1
10509018092,2004-05,North,1
10509018107,2004-05,North,1
10509018132,2004-05,North,1
10509018139,2004-05,North,1
10509018162,2004-05,North,1
10509018165,2004-05,North,1
10509018169,2004-05,North,1
10509018170,2004-05,North,1
10509018188,2004-05,North,1
10509018197,2004-05,North,1
10509018218,2004-05,North,1
10509018255,2004-05,North,1
10509018263,2004-05,North,1
10509018289,2004-05,North,1
10509018309,2004-05,North,1
10509018327,2004-05,North,1
10509018351,2004-05,North,1
10531001014,2004-05,North,0
10531001015,2004-05,North,0
10531001060,2004-05,North,0
10531001093,2004-05,North,0
10531001111,2004-05,North,0
10531001122,2004-05,North,0
10531001148,2004-05,North,0
10531001181,2004-05,North,0
10531001188,2004-05,North,0
10531001224,2004-05,North,0
10531001227,2004-05,North,0
10531001229,2004-05,North,0
10531001231,2004-05,North,0
10531001238,2004-05,North,0
10531001246,2004-05,North,0
10531001301,2004-05,North,0
10531001302,2004-05,North,0
10531001330,2004-05,North,0
10531001348,2004-05,North,0
10531001350,2004-05,North,0
10532005012,2004-05,North,0
10532005017,2004-05,North,0
10532005033,2004-05,North,0
10532005047,2004-05,North,0
10532005064,2004-05,North,0
10532005068,2004-05,North,0
10532005072,2004-05,North,0
10532005078,2004-05,North,0
10532005080,2004-05,North,0
10532005086,2004-05,North,0
10532005102,2004-05,North,0
10532005113,2004-05,North,0
10532005126,2004-05,North,0
10532005134,2004-05,North,0
10532005138,2004-05,North,0
10532005176,2004-05,North,0
10532005203,2004-05,North,0
10532005213,2004-05,North,0
10532005239,2004-05,North,0
10532005241,2004-05,North,0
10532008036,2004-05,North,0
10532008040,2004-05,North,0
10532008058,2004-05,North,0
10532008064,2004-05,North,0
10532008097,2004-05,North,0
10532008107,2004-05,North,0
10532008110,2004-05,North,0
10532008118,2004-05,North,0
10532008164,2004-05,North,0
10532008181,2004-05,North,0
10532008201,2004-05,North,0
10532008216,2004-05,North,0
10532008297,2004-05,North,0
10532008329,2004-05,North,0
10532008333,2004-05,North,0
10532008339,2004-05,North,0
10532008353,2004-05,North,0
10532008371,2004-05,North,0
10532008381,2004-05,North,0
10532008414,2004-05,North,0
10533005003,2004-05,North,0
10533005020,2004-05,North,0
10533005040,2004-05,North,0
10533005067,2004-05,North,0
10533005070,2004-05,North,0
10533005076,2004-05,North,0
10533005083,2004-05,North,0
10533005120,2004-05,North,0
10533005122,2004-05,North,0
10533005127,2004-05,North,0
10533005138,2004-05,North,0
10533005141,2004-05,North,0
10533005143,2004-05,North,0
10533005145,2004-05,North,0
10533005152,2004-05,North,0
10533005155,2004-05,North,0
10533005182,2004-05,North,0
10533005203,2004-05,North,0
10533005215,2004-05,North,0
10533005252,2004-05,North,0
10534012007,2004-05,North,0
10534012018,2004-05,North,0
10534012026,2004-05,North,0
10534012029,2004-05,North,0
10534012032,2004-05,North,0
10534012035,2004-05,North,0
10534012045,2004-05,North,0
10534012047,2004-05,North,0
10534012068,2004-05,North,0
10534012082,2004-05,North,0
10534012102,2004-05,North,0
10534012103,2004-05,North,0
10534012117,2004-05,North,0
10534012132,2004-05,North,0
10534012137,2004-05,North,0
10534012182,2004-05,North,0
10534012187,2004-05,North,0
10534012208,2004-05,North,0
10534012211,2004-05,North,0
10534012220,2004-05,North,0
10535003075,2004-05,North,0
10535003104,2004-05,North,0
10535003116,2004-05,North,0
10535003146,2004-05,North,0
10535003174,2004-05,North,0
10535003194,2004-05,North,0
10535003200,2004-05,North,0
10535003275,2004-05,North,0
10535003387,2004-05,North,0
10535003394,2004-05,North,0
10535003431,2004-05,North,0
10535003438,2004-05,North,0
